0.49965739250183105,73.0,1609.0,120.0
0.9803664684295654,169.0,2318.0,267.0
0.040891408920288086,69.0,404.0,105.0
0.4208974838256836,93.0,1491.0,152.0
0.43181324005126953,87.0,1483.0,139.0
0.8268077373504639,153.0,2012.0,240.0
0.0,1.0,1.0,0.0
0.6083552837371826,73.0,1609.0,120.0
0.9613902568817139,169.0,2318.0,267.0
0.0388946533203125,69.0,404.0,105.0
0.416853666305542,93.0,1491.0,152.0
0.4148852825164795,87.0,1483.0,139.0
0.7260501384735107,153.0,2012.0,240.0
0.0,1.0,1.0,0.0
0.4976365566253662,73.0,1609.0,120.0
0.9573965072631836,169.0,2318.0,267.0
0.03989291191101074,69.0,404.0,105.0
0.41806793212890625,93.0,1491.0,152.0
0.415879487991333,87.0,1483.0,139.0
0.7320373058319092,153.0,2012.0,240.0
0.0,1.0,1.0,0.0
0.5066127777099609,73.0,1609.0,120.0
0.9873483180999756,169.0,2318.0,267.0
0.04089093208312988,69.0,404.0,105.0
0.4268524646759033,93.0,1491.0,152.0
0.44679951667785645,87.0,1483.0,139.0
0.753004789352417,153.0,2012.0,240.0
0.0,1.0,1.0,0.0
0.5375213623046875,73.0,1609.0,120.0
0.9703936576843262,169.0,2318.0,267.0
0.03992605209350586,69.0,404.0,105.0
0.4427797794342041,93.0,1491.0,152.0
0.4348602294921875,87.0,1483.0,139.0
0.7509787082672119,153.0,2012.0,240.0
0.0,1.0,1.0,0.0
0.47971200942993164,73.0,1609.0,120.0
0.955406904220581,169.0,2318.0,267.0
0.040917158126831055,69.0,404.0,105.0
0.42485594749450684,93.0,1491.0,152.0
0.42785072326660156,87.0,1483.0,139.0
0.8457012176513672,153.0,2012.0,240.0
0.0,1.0,1.0,0.0
0.507636547088623,73.0,1609.0,120.0
1.017303466796875,169.0,2318.0,267.0
0.03989267349243164,69.0,404.0,105.0
0.431868314743042,93.0,1491.0,152.0
0.42198753356933594,87.0,1483.0,139.0
0.775916337966919,153.0,2012.0,240.0
0.0,1.0,1.0,0.0
0.5096266269683838,73.0,1609.0,120.0
