0.3849334716796875,11.0,835.0,12.0
1.1219866275787354,17.0,1491.0,24.0
0.17253684997558594,13.0,555.0,15.0
0.35005974769592285,19.0,807.0,25.0
0.04089021682739258,15.0,256.0,21.0
0.39394164085388184,9.0,876.0,9.0
0.0,1.0,1.0,0.0
0.3381199836730957,11.0,835.0,12.0
1.0781047344207764,17.0,1491.0,24.0
0.17455840110778809,13.0,555.0,15.0
0.3400866985321045,19.0,807.0,25.0
0.038893938064575195,15.0,256.0,21.0
0.36900877952575684,9.0,876.0,9.0
0.0,1.0,1.0,0.0
0.34204936027526855,11.0,835.0,12.0
1.123981237411499,17.0,1491.0,24.0
0.17057037353515625,13.0,555.0,15.0
0.33609557151794434,19.0,807.0,25.0
0.039864301681518555,15.0,256.0,21.0
0.37200498580932617,9.0,876.0,9.0
0.0,1.0,1.0,0.0
0.3350710868835449,11.0,835.0,12.0
1.0631446838378906,17.0,1491.0,24.0
0.17355918884277344,13.0,555.0,15.0
0.33310890197753906,19.0,807.0,25.0
0.04185986518859863,15.0,256.0,21.0
0.380007266998291,9.0,876.0,9.0
0.0,1.0,1.0,0.0
0.3381197452545166,11.0,835.0,12.0
1.1150057315826416,17.0,1491.0,24.0
0.17749714851379395,13.0,555.0,15.0
0.3381218910217285,19.0,807.0,25.0
0.040889739990234375,15.0,256.0,21.0
0.36601829528808594,9.0,876.0,9.0
0.0,1.0,1.0,0.0
0.3380920886993408,11.0,835.0,12.0
1.091038703918457,17.0,1491.0,24.0
0.17253661155700684,13.0,555.0,15.0
0.34510087966918945,19.0,807.0,25.0
0.038895368576049805,15.0,256.0,21.0
0.3737368583679199,9.0,876.0,9.0
0.0,1.0,1.0,0.0
0.34108400344848633,11.0,835.0,12.0
1.1250073909759521,17.0,1491.0,24.0
0.17550063133239746,13.0,555.0,15.0
0.3441038131713867,19.0,807.0,25.0
0.038895606994628906,15.0,256.0,21.0
0.38097596168518066,9.0,876.0,9.0
0.0,1.0,1.0,0.0
0.34108448028564453,11.0,835.0,12.0
