6.776002883911133,11,3859,12
26.249382257461548,14,7209,13
30.006852626800537,12,8059,13
60.00141787528992,1,1,no solustion
30.879076957702637,12,8249,13
14.267530918121338,10,5502,12
60.00556921958923,1,1,no solustion
0.5037291049957275,9,998,10
60.013916969299316,1,1,no solustion
60.01161003112793,1,1,no solustion
60.00614595413208,1,1,no solustion
0.18650078773498535,9,583,9
60.00224184989929,1,1,no solustion
2.706125020980835,12,2368,11
60.00725317001343,1,1,no solustion
60.00357270240784,1,1,no solustion
15.813806295394897,13,5792,13
8.080952405929565,12,4207,12
60.00091862678528,1,1,no solustion
60.00596642494202,1,1,no solustion
60.00174021720886,1,1,no solustion
60.00758957862854,1,1,no solustion
60.00235605239868,1,1,no solustion
60.00809717178345,1,1,no solustion
60.00886535644531,1,1,no solustion
1.0110344886779785,10,1389,10
60.005446672439575,1,1,no solustion
60.00207281112671,1,1,no solustion
60.00524950027466,1,1,no solustion
55.910605907440186,12,11219,14
1.5514466762542725,9,1763,10
60.01183843612671,1,1,no solustion
60.00024223327637,1,1,no solustion
60.01180601119995,1,1,no solustion
50.53201341629028,13,10722,14
60.004639625549316,1,1,no solustion
60.00907778739929,1,1,no solustion
60.0022931098938,1,1,no solustion
35.518129110336304,12,8744,13
60.00574469566345,1,1,no solustion
60.00831365585327,1,1,no solustion
7.108734846115112,10,3815,12
60.00293254852295,1,1,no solustion
22.447481155395508,12,6732,13
60.00315999984741,1,1,no solustion
60.006856203079224,1,1,no solustion
38.57073378562927,12,8933,13
0.80973219871521,10,1237,10
60.012529611587524,1,1,no solustion
60.00652599334717,1,1,no solustion
