1.3183794021606445,2629,2633,2698
33.533934354782104,13122,13162,13452
0.5026607513427734,1642,1644,1690
32.303035497665405,12875,12908,13198
37.07102036476135,13064,13105,13390
60.00055813789368,1,1,no solution
14.812688827514648,8944,8962,9164
60.00406575202942,1,1,no solution
24.99615788459778,11359,11384,11642
10.090601444244385,7164,7177,7359
7.6851301193237305,6349,6361,6519
60.004756927490234,1,1,no solution
60.00908637046814,1,1,no solution
3.003873348236084,4058,4064,4163
10.30302357673645,7467,7481,7666
0.35007715225219727,1351,1353,1388
39.627424001693726,14153,14196,14508
18.25942087173462,9434,9453,9668
2.569023847579956,3675,3680,3771
0.5066170692443848,1610,1612,1652
13.222223997116089,8230,8252,8444
50.284684896469116,15241,15289,15628
11.556621074676514,7638,7652,7843
60.00506401062012,1,1,no solution
0.7081058025360107,1942,1945,1990
34.43567895889282,13328,13369,13663
60.00519609451294,1,1,no solution
1.0142474174499512,2325,2328,2384
37.51325702667236,13775,13812,14119
0.054869890213012695,488,488,499
7.454757213592529,6399,6412,6570
60.00506329536438,1,1,no solution
26.41330599784851,11838,11865,12131
60.003069162368774,1,1,no solution
42.04098558425903,14473,14516,14841
52.17435383796692,14890,14937,15265
1.0630855560302734,2310,2313,2371
33.50623917579651,13003,13036,13330
60.007086515426636,1,1,no solution
60.00886821746826,1,1,no solution
1.974665880203247,3286,3291,3374
8.649514436721802,6806,6819,6987
1.0361876487731934,2294,2297,2355
0.6901271343231201,1848,1851,1895
21.541534900665283,10620,10651,10893
0.07878589630126953,594,595,609
6.916252851486206,6182,6192,6339
25.7134268283844,11380,11411,11674
31.599514722824097,12152,12188,12461
8.99064588546753,6745,6757,6929
